id,created_at,total engagement Jan 2021,status as of Jan 2021,summarised status as of Jan 2021,status as of Jan 2022,status as of Dec 2023
1243211775203512322,2020-03-26,99999,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243211775203512322,2020-03-26,99999,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243214976271163394,2020-03-26,7749,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243214976271163394,2020-03-26,7749,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243215122404913162,2020-03-26,15583,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243215122404913162,2020-03-26,15583,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243638424868806656,2020-03-27,102423,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243695286691790848,2020-03-28,300,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1243695340978606081,2020-03-28,108843,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1253892878138556416,2020-04-25,28576,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1253895262067740673,2020-04-25,27769,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1253895416141303808,2020-04-25,27916,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1254121950819102721,2020-04-25,27233,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1254540487567892481,2020-04-26,2313,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1261955965202558977,2020-05-17,22889,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1262114144058175488,2020-05-17,15358,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1262114312342077441,2020-05-17,73053,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1262335165340307461,2020-05-18,26446,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1262459540265713665,2020-05-18,23954,Online,Online,This Tweet is from a suspended account,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1262459592673497090,2020-05-18,7469,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1262668166930534402,2020-05-19,52622,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1291855420538212356,2020-08-07,21154,Online,Online,This Tweet is from a suspended account,This Tweet is from a suspended account
1253356916660531201,2020-04-23,266,"Sorry, that page doesn't exist!","Sorry, that page doesn't exist!",This Tweet is from a suspended account,This Tweet is from a suspended account
1262090376942419973,2020-05-17,9670,"Sorry, that page doesn't exist!","Sorry, that page doesn't exist!",This Tweet is from a suspended account,Online
1242864818496745473,2020-03-25,90685,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864818496745473,2020-03-25,90685,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864818496745473,2020-03-25,90685,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864923467755521,2020-03-25,35676,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864923467755521,2020-03-25,35676,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864931831255040,2020-03-25,6681,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242864931831255040,2020-03-25,6681,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242877397080461313,2020-03-25,3701,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242877455905546240,2020-03-25,37620,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242877473265606656,2020-03-25,73450,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242877527653322755,2020-03-25,8674,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242877589875830786,2020-03-25,112487,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242877589875830786,2020-03-25,112487,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242877589875830786,2020-03-25,112487,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242877589875830786,2020-03-25,112487,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242877589875830786,2020-03-25,112487,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242877589875830786,2020-03-25,112487,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242904261832433665,2020-03-25,244482,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242904274255953922,2020-03-25,63191,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242904304056283136,2020-03-25,4484,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242904308234047488,2020-03-25,13351,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242904328706428929,2020-03-25,11790,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242904328706428929,2020-03-25,11790,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242904346200809472,2020-03-25,29494,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242904446381830147,2020-03-25,11935,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242904500702076928,2020-03-25,134,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242959722904465410,2020-03-25,16,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242959806979354625,2020-03-25,85149,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242959845663346691,2020-03-25,449,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242959882325721088,2020-03-25,9521,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242959912017235969,2020-03-25,8444,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997165691043841,2020-03-26,67165,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997199795032066,2020-03-26,142,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997199795032066,2020-03-26,142,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997228899368961,2020-03-26,25540,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997250382614528,2020-03-26,5022,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997283299512322,2020-03-26,9590,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997304682045442,2020-03-26,18430,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997329738825729,2020-03-26,9467,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997362550808576,2020-03-26,119853,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997362810933250,2020-03-26,15999,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997367516905473,2020-03-26,687,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997396180623361,2020-03-26,5069,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997396671471616,2020-03-26,16536,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
1242997405609385984,2020-03-26,39110,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account,This Tweet is from a suspended account
